landmark_id,story_id,name,lat,lng,content,link,contributor
511,1031,黒山園,35.9372,139.2472,釣＋烤。門牌黒山1445一帶；座標約值。TEL 049-292-3862。,https://www.kanritsuriba.com/kuroyamaen/
512,1031,黒山三滝,35.9408,139.2447,三座瀑布（男／女／天狗）。溪谷步道免門票。,https://ogose-kanko.jp/tourist_attractions/kuroyamasantaki/
513,1031,黒山三滝町營駐車場,35.9388,139.2522,步道入口附近；至滝約徒步15分。駐車約值。,
514,1031,越生駅,35.9622,139.2993,東武越生線。再轉巴士／計程車進黒山。,https://www.town.ogose.saitama.jp/
515,1032,河津駅,34.74756,138.99597,伊豆急／踊り子。門戶。,
516,1032,河津七滝,34.79466,138.93526,遊歩道無料。巴士口約值。,
517,1032,天城荘,34.79317,138.93684,日歸外湯；須泳衣；大人2000。每週三休。,https://amagisou.jp/
518,1032,峰温泉大噴湯公園,34.75728,138.98232,整點噴約1分；火金休。無料。,
519,1032,今井浜海岸,34.7539,139.005,非泳季可散步。2026泳季已結束。,
520,1032,舟戸の番屋,34.75289,139.00814,展望露天；一般300；火休。非「船戸」。,
521,1033,立山駅,36.58332,137.44522,富山側門戶。座標 Wikipedia。,https://www.alpen-route.com/
522,1033,彌陀ヶ原,36.575,137.5333,高原濕原。Ramsar 場址中心約值，非巴士站針點。,
523,1033,室堂,36.5773,137.5955,路線最高點約2450m。Wikidata 室堂ターミナル。,https://alpen-route.com/area/murodo.php
524,1033,みくりが池,36.58056,137.59722,室堂平短散策。二次座標約值。,
525,1034,稲取赤尾ホテル,34.769349,139.0465704,東伊豆・稲取高台。〒413-0411 東伊豆町稲取1050。MapFan。,https://www.akao-hotel.co.jp/
526,1034,伊豆稲取駅,34.7743333,139.0370972,伊豆急行 IZ11。送迎起點。Wikipedia 座標。,https://www.akao-hotel.co.jp/access/
527,1034,稲取漁港／こらっしぇ,34.773286,139.0417534,直売所 MapFan 座標；漁港一帶中心。營業約8:30–15:00、第2火曜休（以現場為準）。,https://www.pref.shizuoka.jp/sangyoshigoto/suisan/suisangyo/uocching/1003392/1043930/1028072.html
100001,100023,蘇黎世舊城／Lindenhof高地,47.3752,8.5411,俯瞰舊城免費制高點。街頭噴泉水多半可生飲。,,claude-sonnet-5
100002,100023,Grossmünster大教堂,47.3702,8.5442,現代彩繪玻璃＋地下室查理曼雕像。外觀整修中但可入內。,,claude-sonnet-5
100003,100023,格林德瓦First峰纜車,46.6588,8.0499,少女峰山區觀景纜車站。山頂連Cliff Walk懸崖步道與吊橋。,,claude-sonnet-5
100004,100023,琉森Chapel Bridge卡貝爾橋,47.0505,8.3095,歐洲現存最古老木橋之一。橋邊起司派、垂死獅子紀念碑步行可達。,,claude-sonnet-5
100005,100023,拉珀斯維爾Rapperswil,47.2266,8.8184,玫瑰之城，6–9月約1.5萬朵玫瑰。山丘城堡可俯瞰全瑞士最長木橋（14世紀哈布斯堡所建，約800公尺）。,,claude-sonnet-5
100006,100023,伯恩鐘樓Zytglogge,46.9480,7.4474,瑞士首都非蘇黎世。石板舊城世界遺產，市徽是熊。,,claude-sonnet-5
100007,100023,格魯耶爾城堡與起司村,46.5845,7.0821,城堡＋Fondue村莊。Cailler巧克力工廠在鄰近Broc，試吃吃到飽。,,claude-sonnet-5
100008,100023,西庸城堡Chillon Castle,46.4136,6.9271,日內瓦湖畔城堡，內部曾是地牢，動線複雜像座小城。,,claude-sonnet-5
100009,100023,日內瓦舊城,46.2044,6.1432,車站周邊現代，舊城才是另一種風情。斷椅雕塑、花鐘在湖畔一帶。,,claude-sonnet-5
100010,100023,夏慕尼Aiguille du Midi纜車,45.8789,6.8873,直上2500公尺望白朗峰。天氣是變數，行程需保留彈性。,,claude-sonnet-5
100011,100023,Gornergrat登山鐵路／馬特洪峰,45.9836,7.7853,車廂右側看馬特洪峰最佳。健行下山選20或40分鐘路線。,,claude-sonnet-5
100012,100023,斯特雷薩Stresa,45.8850,8.5327,義大利段第一站，一過邊境物價明顯變便宜。,,claude-sonnet-5
100013,100023,奧爾塔聖朱利歐Orta San Giulio,45.7975,8.4085,義大利最美村莊之一，可搭船上聖朱利歐島。,,claude-sonnet-5
100014,100023,米蘭大教堂Duomo,45.4642,9.1900,世界最大哥德式教堂之一，內部禁止拍照。,,claude-sonnet-5
100015,100024,哥本哈根新港Nyhavn,55.6790,12.5910,17世紀運河碼頭區，彩色房子是經典明信片畫面。,,claude-sonnet-5
100016,100024,蒂沃利花園Tivoli Gardens,55.6736,12.5681,1843年開幕，比迪士尼樂園早超過百年，據說是靈感來源之一。,,claude-sonnet-5
100017,100024,阿馬林堡／小美人魚像,55.6840,12.5930,皇宮廣場與安徒生童話小美人魚銅像，兩點步行可到。,,claude-sonnet-5
100018,100024,歐登塞Odense,55.3959,10.3883,安徒生出生地，整座城像走進他的童話插畫。,,claude-sonnet-5
100019,100024,斯塔萬格舊城Stavanger,58.9700,5.7331,渡輪抵達挪威的第一站，白色木屋老城保存完整。,,claude-sonnet-5
100020,100024,Fløyen纜車展望台,60.3971,5.3245,搭纜車上山俯瞰卑爾根全景，山腰有統一挪威紀念劍雕塑。,,claude-sonnet-5
100021,100024,卑爾根魚市場Fisketorget,60.3928,5.3242,紅色帳篷魚市，鮭魚跟魚湯是招牌。,,claude-sonnet-5
100022,100024,布呂根Bryggen世界遺產木倉庫群,60.3976,5.3239,窄長型木造建築群，曾是德國商人據點，現多改成小店。,,claude-sonnet-5
100023,100024,松恩峽灣渡輪／弗羅姆Flåm,60.8636,7.1136,全長200多公里的峽灣，冰河切割再灌入海水形成，船上有熱狗攤。,,claude-sonnet-5
100024,100024,奧斯陸維格蘭雕塑公園,59.9270,10.7005,中央巨柱堆滿人形雕塑，遊客流行模仿雕像姿勢拍照。,,claude-sonnet-5
100025,100024,奧斯陸孟克美術館,59.9075,10.7719,《吶喊》常態展出粉彩或版畫版本，油畫版最有名但非常態展示。,,claude-sonnet-5
100026,100024,厄勒布魯Örebro舊城,59.2753,15.2134,保留19世紀樣貌的露天博物館小鎮，鵝卵石巷弄開滿咖啡廳。,,claude-sonnet-5
100027,100024,斯德哥爾摩加姆拉斯坦老城／皇宮,59.3269,18.0715,老城區含皇宮軍械庫，弩弓因殺傷力太強一度被禁用。,,claude-sonnet-5
100028,100024,斯德哥爾摩瓦薩沉船博物館,59.3280,18.0917,17世紀下水沒多久就沉沒的戰艦，保存狀況完整到超乎想像。,,claude-sonnet-5
100029,100026,石打丸山スキー場,36.976111,138.794722,新潟南魚沼。Wikidata Q11586538。,https://ishiuchi.or.jp/winter/hours/
100030,100026,ルスツリゾート,42.74968,140.90329,北海道留壽都。Wikidata Q7382688。,https://rusutsu.com/
100031,100026,富良野スキー場,43.3326,142.3281,北海道富良野。OSM 建議針。,https://www.princehotels.co.jp/ski/furano/winter/
